id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
121	almo farina (2018)	"<table><tr><td>Authors:</td><td>almo farina</td></tr><tr><td>Title:</td><td>rural sanctuary: an ecosemiotic agency to preserve human cultural heritage and biodiversity</td></tr><tr><td>Source:</td><td>biosemiotics, 11(1), 139-158</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9319-x	1.0974	-0.4479	8	141	269	17	2.2368	2018	17	2.2368
122	jeffrey v. peterson (2018)	"<table><tr><td>Authors:</td><td>jeffrey v. peterson; ann marie thornburg; marc kissel; christopher ball; agustín fuentes</td></tr><tr><td>Title:</td><td>semiotic mechanisms underlying niche construction</td></tr><tr><td>Source:</td><td>biosemiotics, 11(2), 181-198</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9323-1	0.1865	-0.0858	4	209	307	17	2.2368	2018	17	2.2368
123	jesper hoffmeyer (2015c)	"<table><tr><td>Authors:</td><td>jesper hoffmeyer</td></tr><tr><td>Title:</td><td>semiotic scaffolding of multicellularity</td></tr><tr><td>Source:</td><td>biosemiotics, 8(2), 159-171</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-015-9231-6	-0.4631	0.1141	5	135	194	16	0.4248	2015	16	0.4248
124	amelia lewis (2020a)	"<table><tr><td>Authors:</td><td>amelia lewis</td></tr><tr><td>Title:</td><td>total umwelten create shared meaning the emergent properties of animal groups as a result of social signalling</td></tr><tr><td>Source:</td><td>biosemiotics, 13(3), 431-441</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09395-8	0.1872	0.1294	1	93	116	16	1.9439	2020	16	1.9439
125	sigmund ongstad (2022a)	"<table><tr><td>Authors:</td><td>sigmund ongstad</td></tr><tr><td>Title:</td><td>perceptions of context. epistemological and methodological implications for meta-studying zoo-communication</td></tr><tr><td>Source:</td><td>biosemiotics, 15(3), 497-518</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09504-9	0.3575	0.241	1	85	139	10	1.9665	2022	10	1.9665
126	nicola zengiaro (2024)	"<table><tr><td>Authors:</td><td>nicola zengiaro</td></tr><tr><td>Title:</td><td>vibrant worlds: an artistic interpretation of material intelligence in the spider’s umwelt</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 671-691</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09580-z	0.8561	0.2333	1	139	170	2	2.5161	2024	2	2.5161
127	valeria burgio (2024a)	"<table><tr><td>Authors:</td><td>valeria burgio; roberta raffaetà</td></tr><tr><td>Title:</td><td>organizing microbial diversity and interspecies relations through diagrams: trees, maps, and the visual semiotics of the living</td></tr><tr><td>Source:</td><td>biosemiotics</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09586-7	0.1164	0.3664	1	95	105	2	2.5161	2024	2	2.5161
128	almo farina (2010)	"<table><tr><td>Authors:</td><td>almo farina; brian m. napoletano</td></tr><tr><td>Title:</td><td>rethinking the landscape: new theoretical perspectives for a powerful agency</td></tr><tr><td>Source:</td><td>biosemiotics, 3(2), 177-187</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9086-9	0.9503	-0.5107	8	137	236	18	1.2649	2010	18	1.2649
129	anton markoš (2009)	"<table><tr><td>Authors:</td><td>anton markoš; jana švorcová</td></tr><tr><td>Title:</td><td>recorded versus organic memory: interaction of two worlds as demonstrated by the chromatin dynamics</td></tr><tr><td>Source:</td><td>biosemiotics, 2(2), 131-149</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-009-9045-5	-0.8603	-0.3841	2	192	328	18	1.1223	2009	18	1.1223
130	bernhard h. f. weber (2009a)	"<table><tr><td>Authors:</td><td>bernhard h. f. weber</td></tr><tr><td>Title:</td><td>on the emergence of living systems</td></tr><tr><td>Source:</td><td>biosemiotics, 2(3), 343-359</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-009-9060-6	-0.6196	-0.0111	5	254	415	18	1.1223	2009	18	1.1223
131	morten tønnessen (2010a)	"<table><tr><td>Authors:</td><td>morten tønnessen</td></tr><tr><td>Title:</td><td>steps to a semiotics of being</td></tr><tr><td>Source:</td><td>biosemiotics, 3(3), 375-392</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9074-0	0.462	-0.096	1	203	315	17	1.1946	2010	17	1.1946
132	liz stillwaggon swan (2010)	"<table><tr><td>Authors:</td><td>liz stillwaggon swan; louis j. goldberg</td></tr><tr><td>Title:</td><td>how is meaning grounded in the organism?</td></tr><tr><td>Source:</td><td>biosemiotics, 3(2), 131-146</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9072-2	-0.8875	-0.0487	9	87	112	17	1.1946	2010	17	1.1946
133	rachele malavasi (2013)	"<table><tr><td>Authors:</td><td>rachele malavasi; kalevi kull; almo farina</td></tr><tr><td>Title:</td><td>the acoustic codes: how animal sign processes create sound-topes and consortia via conflict avoidance</td></tr><tr><td>Source:</td><td>biosemiotics, 7(1), 89-95</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9177-5	1.2224	-0.3503	8	78	143	15	1.8557	2013	15	1.8557
134	jaime f. cárdenas‐garcía (2017)	"<table><tr><td>Authors:</td><td>jaime f. cárdenas‐garcía; tim ireland</td></tr><tr><td>Title:</td><td>human distributed cognition from an organism-in-its-environment perspective</td></tr><tr><td>Source:</td><td>biosemiotics, 10(2), 265-278</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-017-9293-8	-0.4457	-0.1648	7	128	198	15	1.4094	2017	15	1.4094
135	enrique font (2018)	"<table><tr><td>Authors:</td><td>enrique font</td></tr><tr><td>Title:</td><td>mimicry, camouflage and perceptual exploitation: the evolution of deception in nature</td></tr><tr><td>Source:</td><td>biosemiotics, 12(1), 7-24</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9339-6	0.8114	-0.4193	6	39	94	15	1.9737	2018	15	1.9737
136	josé manuel ureña gómez-moreno (2019)	"<table><tr><td>Authors:</td><td>josé manuel ureña gómez-moreno</td></tr><tr><td>Title:</td><td>the ‘mimic’ or ‘mimetic’ octopus? a cognitive-semiotic study of mimicry and deception in thaumoctopus mimicus</td></tr><tr><td>Source:</td><td>biosemiotics, 12(3), 441-467</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09362-y	0.5945	-0.466	6	224	343	15	2.5633	2019	15	2.5633
137	ines adornetti (2015)	"<table><tr><td>Authors:</td><td>ines adornetti</td></tr><tr><td>Title:</td><td>the phylogenetic foundations of discourse coherence: a pragmatic account of the evolution of language</td></tr><tr><td>Source:</td><td>biosemiotics, 8(3), 421-441</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-015-9230-7	0.4054	-1.3503	6	135	193	14	0.3717	2015	14	0.3717
138	j. augustus bacigalupi (2022)	"<table><tr><td>Authors:</td><td>j. augustus bacigalupi</td></tr><tr><td>Title:</td><td>semiogenesis: a dynamic system approach to agency and structure</td></tr><tr><td>Source:</td><td>biosemiotics, 15(2), 261-284</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09494-8	0.3687	0.7784	3	43	52	9	1.7699	2022	9	1.7699
139	cary campbell (2022)	"<table><tr><td>Authors:</td><td>cary campbell</td></tr><tr><td>Title:</td><td>embracing the learning turn: the ecological context of learning</td></tr><tr><td>Source:</td><td>biosemiotics, 15(3), 469-481</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09507-6	0.3191	0.6173	3	194	293	9	1.7699	2022	9	1.7699
140	alf hornborg (2023)	"<table><tr><td>Authors:</td><td>alf hornborg</td></tr><tr><td>Title:</td><td>signs of life and death: the semiotic self-destruction of the biosphere</td></tr><tr><td>Source:</td><td>biosemiotics, 17(1), 11-26</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-023-09536-9	0.7936	-0.012	1	111	136	5	1.9375	2023	5	1.9375
141	prisca augustyn (2008)	"<table><tr><td>Authors:</td><td>prisca augustyn</td></tr><tr><td>Title:</td><td>uexküll, peirce, and other affinities between biosemiotics and biolinguistics</td></tr><tr><td>Source:</td><td>biosemiotics, 2(1), 1-17</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-008-9028-y	-0.0207	-0.176	1	212	401	19	1.1648	2008	19	1.1648
142	andreas weber (2010)	"<table><tr><td>Authors:</td><td>andreas weber</td></tr><tr><td>Title:</td><td>the book of desire: toward a biological poetics</td></tr><tr><td>Source:</td><td>biosemiotics, 4(2), 149-170</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9100-2	-0.0117	-0.3933	4	170	228	16	1.1243	2010	16	1.1243
143	yoshimi kawade (2009)	"<table><tr><td>Authors:</td><td>yoshimi kawade</td></tr><tr><td>Title:</td><td>on the nature of the subjectivity of living things</td></tr><tr><td>Source:</td><td>biosemiotics, 2(2), 205-220</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-009-9041-9	-0.5944	-0.5331	4	212	321	16	0.9976	2009	16	0.9976
144	stanley n. salthe (2010)	"<table><tr><td>Authors:</td><td>stanley n. salthe</td></tr><tr><td>Title:</td><td>what is semiotics?</td></tr><tr><td>Source:</td><td>biosemiotics, 3(2), 245-251</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9090-0	0.9169	-0.9759	6	9	9	15	1.0541	2010	15	1.0541
145	karel kleisner (2010)	"<table><tr><td>Authors:</td><td>karel kleisner</td></tr><tr><td>Title:</td><td>perceive, co-opt, modify, and live! organism as a centre of experience</td></tr><tr><td>Source:</td><td>biosemiotics, 4(2), 223-241</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9093-x	-0.2626	-0.1988	6	100	135	15	1.0541	2010	15	1.0541
146	jonathan beever (2011)	"<table><tr><td>Authors:</td><td>jonathan beever</td></tr><tr><td>Title:</td><td>meaning matters: the biosemiotic basis of bioethics</td></tr><tr><td>Source:</td><td>biosemiotics, 5(2), 181-191</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9133-1	0.0144	0.1695	5	140	209	15	1.6535	2011	15	1.6535
147	kathryn staiano-ross (2011)	"<table><tr><td>Authors:</td><td>kathryn staiano-ross</td></tr><tr><td>Title:</td><td>the symptom</td></tr><tr><td>Source:</td><td>biosemiotics, 5(1), 33-45</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9112-6	0.4419	0.1374	1	119	148	15	1.6535	2011	15	1.6535
148	jaime f. cárdenas‐garcía (2013)	"<table><tr><td>Authors:</td><td>jaime f. cárdenas‐garcía</td></tr><tr><td>Title:</td><td>distributed cognition: an ectoderm-centric perspective</td></tr><tr><td>Source:</td><td>biosemiotics, 6(3), 337-350</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9166-8	-0.1461	-0.9357	4	118	133	14	1.732	2013	14	1.732
149	jindřich brejcha (2015)	"<table><tr><td>Authors:</td><td>jindřich brejcha; karel kleisner</td></tr><tr><td>Title:</td><td>turtles are not just walking stones: conspicuous coloration and sexual selection in freshwater turtles</td></tr><tr><td>Source:</td><td>biosemiotics, 9(2), 247-266</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-015-9249-9	0.4436	-0.4106	6	196	315	13	0.3451	2015	13	0.3451
150	abhinav gautam (2013)	"<table><tr><td>Authors:</td><td>abhinav gautam; subhash kak</td></tr><tr><td>Title:</td><td>symbols, meaning, and origins of mind</td></tr><tr><td>Source:</td><td>biosemiotics, 6(3), 301-310</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9169-5	-0.5617	-0.1808	9	128	161	13	1.6082	2013	13	1.6082
151	dennis görlich (2013a)	"<table><tr><td>Authors:</td><td>dennis görlich; gabi escuela; gerd gruenert; peter dittrich; bashar ibrahim</td></tr><tr><td>Title:</td><td>molecular codes through complex formation in a model of the human inner kinetochore</td></tr><tr><td>Source:</td><td>biosemiotics, 7(2), 223-247</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9193-5	-0.8044	-0.2785	2	226	338	13	1.6082	2013	13	1.6082
152	maria isabel aldinhas ferreira (2013a)	"<table><tr><td>Authors:</td><td>maria isabel aldinhas ferreira; miguel caldas</td></tr><tr><td>Title:</td><td>the concept of umwelt overlap and its application to cooperative action in multi-agent systems</td></tr><tr><td>Source:</td><td>biosemiotics, 6(3), 497-514</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9185-5	0.524	-0.6706	11	63	80	13	1.6082	2013	13	1.6082
153	alexei a. sharov (2015b)	"<table><tr><td>Authors:</td><td>alexei a. sharov; timo maran; morten tønnessen</td></tr><tr><td>Title:</td><td>organisms reshape sign relations</td></tr><tr><td>Source:</td><td>biosemiotics, 8(3), 361-365</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-015-9251-2	0.8178	-0.105	1	110	142	13	0.3451	2015	13	0.3451
154	sigmund ongstad (2019)	"<table><tr><td>Authors:</td><td>sigmund ongstad</td></tr><tr><td>Title:</td><td>a conceptual framework for studying evolutionary origins of life-genres</td></tr><tr><td>Source:</td><td>biosemiotics, 12(2), 245-266</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09358-8	0.151	-0.4947	6	213	347	13	2.2215	2019	13	2.2215
155	naoki nomura (2019)	"<table><tr><td>Authors:</td><td>naoki nomura; koichiro matsuno; tomoaki muranaka; jun tomita</td></tr><tr><td>Title:</td><td>how does time flow in living systems? retrocausal scaffolding and e-series time</td></tr><tr><td>Source:</td><td>biosemiotics, 12(2), 267-287</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09363-x	-0.208	0.2191	7	114	202	13	2.2215	2019	13	2.2215
156	franco giorgi (2015)	"<table><tr><td>Authors:</td><td>franco giorgi; luis emilio bruni</td></tr><tr><td>Title:</td><td>developmental scaffolding</td></tr><tr><td>Source:</td><td>biosemiotics, 8(2), 173-189</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-015-9235-2	-0.6083	-0.3793	4	210	359	13	0.3451	2015	13	0.3451
157	claus emmeche (2014)	"<table><tr><td>Authors:</td><td>claus emmeche</td></tr><tr><td>Title:</td><td>semiotic scaffolding of the social self in reflexivity and friendship</td></tr><tr><td>Source:</td><td>biosemiotics, 8(2), 275-289</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-014-9221-0	-0.3133	-0.5595	4	207	291	12	0.9614	2014	12	0.9614
158	j. h. van hateren (2015)	"<table><tr><td>Authors:</td><td>j. h. van hateren</td></tr><tr><td>Title:</td><td>the natural emergence of (bio)semiosic phenomena</td></tr><tr><td>Source:</td><td>biosemiotics, 8(3), 403-419</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-015-9241-4	-0.2911	0.1263	3	272	455	12	0.3186	2015	12	0.3186
159	sigmund ongstad (2021)	"<table><tr><td>Authors:</td><td>sigmund ongstad</td></tr><tr><td>Title:</td><td>can animals refer? meta-positioning studies of animal semantics</td></tr><tr><td>Source:</td><td>biosemiotics, 14(2), 433-457</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09401-7	0.1864	-0.2272	6	141	268	11	1.9873	2021	11	1.9873
160	juan carlos mendoza-collazos (2022)	"<table><tr><td>Authors:</td><td>juan carlos mendoza-collazos; jordan zlatev</td></tr><tr><td>Title:</td><td>a cognitive-semiotic approach to agency: assessing ideas from cognitive science and neuroscience</td></tr><tr><td>Source:</td><td>biosemiotics, 15(1), 141-170</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09473-z	0.4062	-0.1418	6	158	221	8	1.5732	2022	8	1.5732
161	kristina šekrst (2022)	"<table><tr><td>Authors:</td><td>kristina šekrst</td></tr><tr><td>Title:</td><td>everybody lies: deception levels in various domains of life</td></tr><tr><td>Source:</td><td>biosemiotics, 15(2), 309-324</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09485-9	0.9485	-0.3004	6	32	48	8	1.5732	2022	8	1.5732
162	alin olteanu (2022a)	"<table><tr><td>Authors:</td><td>alin olteanu</td></tr><tr><td>Title:</td><td>learning as becoming conscious: a note on jablonka and ginsburg’s notion of learning</td></tr><tr><td>Source:</td><td>biosemiotics, 15(3), 457-467</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09510-x	0.5562	0.6201	1	150	246	8	1.5732	2022	8	1.5732
163	morten tønnessen (2022)	"<table><tr><td>Authors:</td><td>morten tønnessen</td></tr><tr><td>Title:</td><td>the evolutionary origin(s) of the umwelt</td></tr><tr><td>Source:</td><td>biosemiotics, 15(3), 451-455</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09506-7	0.6456	0.5846	1	86	108	8	1.5732	2022	8	1.5732
164	kalevi kull (2022b)	"<table><tr><td>Authors:</td><td>kalevi kull; donald favareau</td></tr><tr><td>Title:</td><td>there is umwelt before consciousness, and learning transverses both</td></tr><tr><td>Source:</td><td>biosemiotics, 15(3), 491-495</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09513-8	0.2364	0.5594	3	249	408	8	1.5732	2022	8	1.5732
165	luis emilio bruni (2008)	"<table><tr><td>Authors:</td><td>luis emilio bruni</td></tr><tr><td>Title:</td><td>hierarchical categorical perception in sensing and cognitive processes</td></tr><tr><td>Source:</td><td>biosemiotics, 1(1), 113-130</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-008-9001-9	-0.8259	-0.1049	2	210	449	16	0.9808	2008	16	0.9808
166	liz stillwaggon swan (2009)	"<table><tr><td>Authors:</td><td>liz stillwaggon swan; louis j. goldberg</td></tr><tr><td>Title:</td><td>biosymbols: symbols in life and mind</td></tr><tr><td>Source:</td><td>biosemiotics, 3(1), 17-31</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-009-9066-0	-0.5398	-0.1718	9	54	63	15	0.9353	2009	15	0.9353
167	louis j. goldberg (2010)	"<table><tr><td>Authors:</td><td>louis j. goldberg; liz stillwaggon swan</td></tr><tr><td>Title:</td><td>a biosemiotic analysis of braille</td></tr><tr><td>Source:</td><td>biosemiotics, 4(1), 25-38</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9092-y	-0.5513	-0.2816	9	68	89	14	0.9838	2010	14	0.9838
169	timo maran (2010b)	"<table><tr><td>Authors:</td><td>timo maran</td></tr><tr><td>Title:</td><td>why was thomas a. sebeok not a cognitive ethologist? from “animal mind” to “semiotic self”</td></tr><tr><td>Source:</td><td>biosemiotics, 3(3), 315-329</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9079-8	0.3752	-0.1738	1	81	117	14	0.9838	2010	14	0.9838
170	koichiro matsuno (2010)	"<table><tr><td>Authors:</td><td>koichiro matsuno</td></tr><tr><td>Title:</td><td>framework of space and time from the proto-semiotic perspective</td></tr><tr><td>Source:</td><td>biosemiotics, 4(1), 103-118</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9110-0	-0.8462	0.0963	5	115	133	13	0.9135	2010	13	0.9135
171	kati lindström (2010a)	"<table><tr><td>Authors:</td><td>kati lindström</td></tr><tr><td>Title:</td><td>autocommunication and perceptual markers in landscape: japanese examples</td></tr><tr><td>Source:</td><td>biosemiotics, 3(3), 359-373</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9082-0	0.9156	-0.4463	8	39	58	13	0.9135	2010	13	0.9135
172	victor p. shcherbakov (2011)	"<table><tr><td>Authors:</td><td>victor p. shcherbakov</td></tr><tr><td>Title:</td><td>stasis is an inevitable consequence of every successful evolution</td></tr><tr><td>Source:</td><td>biosemiotics, 5(2), 227-245</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9122-4	-0.6314	-0.3999	4	176	244	13	1.4331	2011	13	1.4331
173	sara cannizzaro (2012)	"<table><tr><td>Authors:</td><td>sara cannizzaro</td></tr><tr><td>Title:</td><td>where did information go? reflections on the logical status of information in a cybernetic and semiotic perspective</td></tr><tr><td>Source:</td><td>biosemiotics, 6(1), 105-123</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-012-9154-4	0.1565	-0.2167	8	210	393	12	0.6961	2012	12	0.6961
174	dennis p. waters (2011)	"<table><tr><td>Authors:</td><td>dennis p. waters</td></tr><tr><td>Title:</td><td>von neumann’s theory of self-reproducing automata: a useful framework for biosemiotics?</td></tr><tr><td>Source:</td><td>biosemiotics, 5(1), 5-15</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9127-z	-1.0622	0.1065	2	105	175	12	1.3228	2011	12	1.3228
175	nelly mäekivi (2018)	"<table><tr><td>Authors:</td><td>nelly mäekivi</td></tr><tr><td>Title:</td><td>freedom in captivity: managing zoo animals according to the ‘five freedoms’</td></tr><tr><td>Source:</td><td>biosemiotics, 11(1), 7-25</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9311-5	0.8786	-0.2646	1	43	62	12	1.5789	2018	12	1.5789
176	naoki nomura (2018)	"<table><tr><td>Authors:</td><td>naoki nomura; tomoaki muranaka; jun tomita; koichiro matsuno</td></tr><tr><td>Title:</td><td>time from semiosis: e-series time for living systems</td></tr><tr><td>Source:</td><td>biosemiotics, 11(1), 65-83</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9316-0	-0.2263	0.1352	7	198	294	12	1.5789	2018	12	1.5789
177	jonathan beever (2013a)	"<table><tr><td>Authors:</td><td>jonathan beever; morten tønnessen</td></tr><tr><td>Title:</td><td>“darwin und die englische moral”: the moral consequences of uexküll’s umwelt theory</td></tr><tr><td>Source:</td><td>biosemiotics, 6(3), 437-447</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9180-x	0.5012	-0.0634	11	186	259	11	1.3608	2013	11	1.3608
178	anton markoš (2015)	"<table><tr><td>Authors:</td><td>anton markoš</td></tr><tr><td>Title:</td><td>the birth and life of species–cultures</td></tr><tr><td>Source:</td><td>biosemiotics, 9(1), 73-84</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-015-9252-1	-0.7356	0.1147	2	149	262	11	0.292	2015	11	0.292
179	j. scott turner (2016)	"<table><tr><td>Authors:</td><td>j. scott turner</td></tr><tr><td>Title:</td><td>semiotics of a superorganism</td></tr><tr><td>Source:</td><td>biosemiotics, 9(1), 85-102</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9256-5	0.2327	-0.2185	11	58	77	11	1.0377	2016	11	1.0377
180	timo maran (2020)	"<table><tr><td>Authors:</td><td>timo maran</td></tr><tr><td>Title:</td><td>ecological repertoire analysis: a method of interaction-based semiotic study for multispecies environments</td></tr><tr><td>Source:</td><td>biosemiotics, 13(1), 63-75</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09378-9	1.0969	-0.3197	8	132	233	11	1.3364	2020	11	1.3364
181	mark pharoah (2020)	"<table><tr><td>Authors:</td><td>mark pharoah</td></tr><tr><td>Title:</td><td>causation and information: where is biological meaning to be found?</td></tr><tr><td>Source:</td><td>biosemiotics, 13(3), 309-326</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09397-6	-0.4456	0.006	7	167	349	11	1.3364	2020	11	1.3364
182	filip jaroš (2016)	"<table><tr><td>Authors:</td><td>filip jaroš</td></tr><tr><td>Title:</td><td>cats and human societies: a world of interspecific interaction and interpretation</td></tr><tr><td>Source:</td><td>biosemiotics, 9(2), 287-306</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9253-8	1.0219	-0.1518	1	41	77	10	0.9434	2016	10	0.9434
183	scott f. gilbert (2016)	"<table><tr><td>Authors:</td><td>scott f. gilbert</td></tr><tr><td>Title:</td><td>ecological developmental biology: interpreting developmental signs</td></tr><tr><td>Source:</td><td>biosemiotics, 9(1), 51-60</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9257-4	-0.6297	0.2517	5	50	64	10	0.9434	2016	10	0.9434
184	claudio julio rodríguez higuera (2016)	"<table><tr><td>Authors:</td><td>claudio julio rodríguez higuera</td></tr><tr><td>Title:</td><td>just how emergent is the emergence of semiosis?</td></tr><tr><td>Source:</td><td>biosemiotics, 9(2), 155-167</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9265-4	0.3087	-0.286	4	239	458	10	0.9434	2016	10	0.9434
185	almo farina (2021b)	"<table><tr><td>Authors:</td><td>almo farina; philip james</td></tr><tr><td>Title:</td><td>vivoscapes: an ecosemiotic contribution to the ecological theory</td></tr><tr><td>Source:</td><td>biosemiotics, 14(2), 419-431</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09406-2	1.0326	-0.4187	8	125	218	10	1.8066	2021	10	1.8066
