id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
452	peter lang (2024)	"<table><tr><td>Authors:</td><td>peter lang</td></tr><tr><td>Title:</td><td>deleuze and biosemiotics: biological emergence, agency, and subjectivity in logic of sense and a thousand plateaus</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 607-626</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09567-w	0.5512	0.9232	12	133	170	0	0	2024	0	0
453	naoki nomura (2024)	"<table><tr><td>Authors:</td><td>naoki nomura</td></tr><tr><td>Title:</td><td>event matching and the biological production of spacetime</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 713-731</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09564-z	-0.0044	0.2944	7	57	91	0	0	2024	0	0
454	matěj pudil (2024)	"<table><tr><td>Authors:</td><td>matěj pudil</td></tr><tr><td>Title:</td><td>man in relation to the world: umwelt–welt transition</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 297-317</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09571-0	0.7517	0.1291	1	72	99	0	0	2024	0	0
455	patrik lindenfors (2024)	"<table><tr><td>Authors:</td><td>patrik lindenfors</td></tr><tr><td>Title:</td><td>res cogitans – the evolution of thinking</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 655-670</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09565-y	-0.0847	0.3971	5	85	90	0	0	2024	0	0
456	jessica lombard (2024)	"<table><tr><td>Authors:</td><td>jessica lombard</td></tr><tr><td>Title:</td><td>a foray into welt and umwelt: rereading the onto-ethological discussion between heidegger and uexküll</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 273-296</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09570-1	0.691	0.2831	1	44	61	0	0	2024	0	0
457	pascal carlier (2024)	"<table><tr><td>Authors:</td><td>pascal carlier</td></tr><tr><td>Title:</td><td>descriptive phenomenology as an alternative to prevent the theory-ladenness of observation in the study of animal behavior: opening towards an etho-phenomenology</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 449-467</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09573-y	0.6006	0.1448	1	57	62	0	0	2024	0	0
458	carlos vidales (2024)	"<table><tr><td>Authors:</td><td>carlos vidales; julio horta</td></tr><tr><td>Title:</td><td>a philosophical and cybersemiotic reading of von uexküll’s umwelt theory</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 319-339</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09572-z	0.3427	0.1495	1	107	135	0	0	2024	0	0
459	ke tang (2024)	"<table><tr><td>Authors:</td><td>ke tang</td></tr><tr><td>Title:</td><td>the implications of umwelt in poetics: the case of ye xie, a seventeenth-century chinese poet and critic</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 547-563</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09578-7	0.9232	0.4246	1	35	39	0	0	2024	0	0
460	ombre tarragnat (2024)	"<table><tr><td>Authors:</td><td>ombre tarragnat</td></tr><tr><td>Title:</td><td>umwelt theory and dis/harmony: forays into dis/ability, dis/ease, trauma, and ethological divergence</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 431-448</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09574-x	0.825	0.2287	1	24	26	0	0	2024	0	0
461	c.s.l. kusters (2024)	"<table><tr><td>Authors:</td><td>c.s.l. kusters</td></tr><tr><td>Title:</td><td>meaning without agency: the establishment of meaningful time relations as prerequisite for the emergence of biosemiosis</td></tr><tr><td>Source:</td><td>biosemiotics, 17(3), 793-815</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09585-8	-0.0527	0.62	5	96	115	0	0	2024	0	0
462	krystof kasprzak (2024)	"<table><tr><td>Authors:</td><td>krystof kasprzak; jonna bornemark</td></tr><tr><td>Title:</td><td>umwelt and melody: the inter-species dynamics of search and rescue dog teams</td></tr><tr><td>Source:</td><td>biosemiotics, 17(2), 587-606</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09581-y	0.4828	0.1965	1	32	34	0	0	2024	0	0
463	rania magdi fawzy (2024)	"<table><tr><td>Authors:</td><td>rania magdi fawzy; shahinaz hesham elsamadoni</td></tr><tr><td>Title:</td><td>an umwelt-to-umwelt rhythmical interaction: a biosemiotic reading of cultural embodiment in the context of humanitarian vr</td></tr><tr><td>Source:</td><td>biosemiotics, 17(3), 847-864</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09588-5	0.6015	0.3581	1	97	135	0	0	2024	0	0
465	alexei a. sharov (2024)	"<table><tr><td>Authors:</td><td>alexei a. sharov</td></tr><tr><td>Title:</td><td>following developments of biosemiotics</td></tr><tr><td>Source:</td><td>biosemiotics, 17(3), 737-739</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-024-09591-w	0.132	0.6605	3	75	91	0	0	2024	0	0
466	elis aldana (2019)	"<table><tr><td>Authors:</td><td>elis aldana; fernando otálora-luna</td></tr><tr><td>Title:</td><td>artistic notion of mimicry, a case study: does triatoma maculata (hemiptera: reduviidae: triatominae) plagiarize bees, tigers or traffic signals?</td></tr><tr><td>Source:</td><td>biosemiotics, 12(1), 157-174</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09351-1	0.0932	-0.4646	6	214	323	2	0.3418	2019	2	0.3418
467	karel kleisner (2019)	"<table><tr><td>Authors:</td><td>karel kleisner; timo maran</td></tr><tr><td>Title:</td><td>introduction to signs and communication in mimicry</td></tr><tr><td>Source:</td><td>biosemiotics, 12(1), 1-6</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09352-0	0.831	-0.322	6	41	63	2	0.3418	2019	2	0.3418
468	yogi hale hendlin (2019a)	"<table><tr><td>Authors:</td><td>yogi hale hendlin</td></tr><tr><td>Title:</td><td>methodologies of curiosity: epistemology, practice, and the question of animal minds</td></tr><tr><td>Source:</td><td>biosemiotics, 12(2), 349-356</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09357-9	0.2415	-0.0795	11	165	245	2	0.3418	2019	2	0.3418
469	majid davoody beni (2019)	"<table><tr><td>Authors:</td><td>majid davoody beni</td></tr><tr><td>Title:</td><td>new mechanistic philosophy and the scientific prospects of code biology</td></tr><tr><td>Source:</td><td>biosemiotics, 12(2), 197-211</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09360-0	-0.4314	0.3876	2	173	247	2	0.3418	2019	2	0.3418
470	amelia lewis (2020b)	"<table><tr><td>Authors:</td><td>amelia lewis</td></tr><tr><td>Title:</td><td>in search of a unified theory of sensory perception: possible links between the vibrational mechanism of olfaction and the evolution of language</td></tr><tr><td>Source:</td><td>biosemiotics, 13(2), 261-270</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09380-1	0.117	-0.827	4	122	136	2	0.243	2020	2	0.243
471	nathalie blanc (2020)	"<table><tr><td>Authors:</td><td>nathalie blanc</td></tr><tr><td>Title:</td><td>animals in the midst of cities</td></tr><tr><td>Source:</td><td>biosemiotics, 13(3), 411-429</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09389-6	0.6966	0.3514	1	70	86	2	0.243	2020	2	0.243
472	robert langs (2014)	"<table><tr><td>Authors:</td><td>robert langs</td></tr><tr><td>Title:</td><td>an archetypal mental coding process</td></tr><tr><td>Source:</td><td>biosemiotics, 7(2), 299-307</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-014-9214-z	-1.3201	-0.179	2	70	136	1	0.0801	2014	1	0.0801
473	gennaro auletta (2014)	"<table><tr><td>Authors:</td><td>gennaro auletta; lluc torcal</td></tr><tr><td>Title:</td><td>chance and events: the way in which nature surprises us</td></tr><tr><td>Source:</td><td>biosemiotics, 7(3), 335-350</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-014-9205-0	-0.66	-0.5792	4	166	236	1	0.0801	2014	1	0.0801
474	guenther witzany (2015)	"<table><tr><td>Authors:</td><td>guenther witzany</td></tr><tr><td>Title:</td><td>evolution and technique of human thinking</td></tr><tr><td>Source:</td><td>biosemiotics, 8(3), 503-508</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-015-9240-5	-2.6585	0.0634	2	2	2	1	0.0265	2015	1	0.0265
475	gerald ostdiek (2016)	"<table><tr><td>Authors:</td><td>gerald ostdiek</td></tr><tr><td>Title:</td><td>me, myself, and semiotic function: finding the “i” in biology</td></tr><tr><td>Source:</td><td>biosemiotics, 9(3), 435-450</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9268-1	-0.4659	-0.6021	10	54	69	1	0.0943	2016	1	0.0943
476	mogens kilstrup (2016)	"<table><tr><td>Authors:</td><td>mogens kilstrup</td></tr><tr><td>Title:</td><td>the forbidden signs</td></tr><tr><td>Source:</td><td>biosemiotics, 9(3), 467-483</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9277-0	-0.1057	0.34	3	59	60	1	0.0943	2016	1	0.0943
477	majid davoody beni (2016)	"<table><tr><td>Authors:</td><td>majid davoody beni</td></tr><tr><td>Title:</td><td>the code model of biosemiotics and the fate of the structuralist theory of mental representation</td></tr><tr><td>Source:</td><td>biosemiotics, 10(1), 99-107</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9280-5	-0.8794	0.4042	2	104	138	1	0.0943	2016	1	0.0943
478	kalevi kull (2014)	"<table><tr><td>Authors:</td><td>kalevi kull</td></tr><tr><td>Title:</td><td>beyond word: on the semiotic mechanisms</td></tr><tr><td>Source:</td><td>biosemiotics, 7(3), 465-470</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-014-9209-9	0.1626	0.2652	3	60	72	1	0.0801	2014	1	0.0801
480	anna aragno (2012)	"<table><tr><td>Authors:</td><td>anna aragno</td></tr><tr><td>Title:</td><td>phenomenology of psychoanalytic data. a biosemiotic framework</td></tr><tr><td>Source:</td><td>biosemiotics, 6(3), 473-488</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-012-9160-6	-0.3271	-1.2565	4	104	118	1	0.058	2012	1	0.058
481	phillip pahin (2012)	"<table><tr><td>Authors:</td><td>phillip pahin; alyx macfadyen</td></tr><tr><td>Title:</td><td>a human-animal relational aesthetic: towards a zoophilic representation of animals in art</td></tr><tr><td>Source:</td><td>biosemiotics, 6(2), 231-243</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-012-9157-1	-0.1257	-0.0908	9	70	72	1	0.058	2012	1	0.058
482	louis j. goldberg (2013)	"<table><tr><td>Authors:</td><td>louis j. goldberg</td></tr><tr><td>Title:</td><td>face recognition and the social individual</td></tr><tr><td>Source:</td><td>biosemiotics, 6(3), 573-583</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9188-2	-0.4769	-0.7039	9	115	127	1	0.1237	2013	1	0.1237
483	anna aragno (2011)	"<table><tr><td>Authors:</td><td>anna aragno</td></tr><tr><td>Title:</td><td>the marriage of psychoanalytic methodology with the biosemiotic agenda</td></tr><tr><td>Source:</td><td>biosemiotics, 5(2), 247-267</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9124-2	-0.4205	-1.3834	4	8	24	1	0.1102	2011	1	0.1102
484	jonathan beever (2013b)	"<table><tr><td>Authors:</td><td>jonathan beever; vernon w. cisney</td></tr><tr><td>Title:</td><td>all things in mind: panpsychist elements in spinoza, deleuze, and peirce</td></tr><tr><td>Source:</td><td>biosemiotics, 6(3), 351-365</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9167-7	-0.2055	-0.6245	10	35	42	1	0.1237	2013	1	0.1237
485	hongbing yu (2013)	"<table><tr><td>Authors:</td><td>hongbing yu</td></tr><tr><td>Title:</td><td>enter the dragon: sebeok’s chinese connection</td></tr><tr><td>Source:</td><td>biosemiotics, 6(3), 561-571</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9165-9	0.0037	-1.026	4	114	133	1	0.1237	2013	1	0.1237
486	prisca augustyn (2011)	"<table><tr><td>Authors:</td><td>prisca augustyn</td></tr><tr><td>Title:</td><td>on the concept of code in linguistics and biosemiotics</td></tr><tr><td>Source:</td><td>biosemiotics, 4(3), 281-289</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9128-y	-0.4731	-0.2813	2	185	326	1	0.1102	2011	1	0.1102
488	mykola husev (2021)	"<table><tr><td>Authors:</td><td>mykola husev; andrij rovenchak</td></tr><tr><td>Title:</td><td>on the verge of life: distribution of nucleotide sequences in viral rnas</td></tr><tr><td>Source:</td><td>biosemiotics, 14(2), 253-269</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09403-5	-0.9598	0.6675	2	18	20	2	0.3613	2021	2	0.3613
489	jacob smith (2021)	"<table><tr><td>Authors:</td><td>jacob smith</td></tr><tr><td>Title:</td><td>a biosemiotic and ecoacoustic history of bird-scaring</td></tr><tr><td>Source:</td><td>biosemiotics, 15(1), 67-83</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09404-4	0.7733	-0.1656	1	203	301	2	0.3613	2021	2	0.3613
490	m. polo camacho (2021)	"<table><tr><td>Authors:</td><td>m. polo camacho</td></tr><tr><td>Title:</td><td>could the greatest illusion of the modern synthesis be practical?</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 55-60</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09415-1	-0.8771	0.4322	2	96	132	2	0.3613	2021	2	0.3613
491	louise westling (2021)	"<table><tr><td>Authors:</td><td>louise westling</td></tr><tr><td>Title:</td><td>a humanist’s response to denis noble’s “the illusions of the modern synthesis”</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 31-34</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09413-3	0.0999	0.5719	3	102	108	2	0.3613	2021	2	0.3613
492	raimundas vidūnas (2021)	"<table><tr><td>Authors:</td><td>raimundas vidūnas</td></tr><tr><td>Title:</td><td>fictionalism of anticipation</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 181-197</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09417-z	-0.1206	-0.1728	4	288	501	2	0.3613	2021	2	0.3613
493	james a. shapiro (2021)	"<table><tr><td>Authors:</td><td>james a. shapiro</td></tr><tr><td>Title:</td><td>response to denis noble’s article “the illusions of the modern synthesis,” biosemiotics</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 73-78</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09409-z	-0.4903	0.6834	3	34	52	2	0.3613	2021	2	0.3613
494	lorenzo magnani (2021)	"<table><tr><td>Authors:</td><td>lorenzo magnani</td></tr><tr><td>Title:</td><td>semiotic brains build cognitive niches</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 41-48</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09416-0	0.1679	0.5856	3	71	90	2	0.3613	2021	2	0.3613
495	vassiliki betty smocovitis (2021)	"<table><tr><td>Authors:</td><td>vassiliki betty smocovitis</td></tr><tr><td>Title:</td><td>evolution without history?</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 131-134</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09427-x	-0.1783	0.4986	3	19	32	2	0.3613	2021	2	0.3613
496	bohang chen (2021)	"<table><tr><td>Authors:</td><td>bohang chen; joris van poucke; gertrudis van de vijver</td></tr><tr><td>Title:</td><td>criticizing the modern synthesis: between phenomenal characteristics and synthetic principles</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 135-140</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09424-0	0.1552	0.3853	3	51	65	2	0.3613	2021	2	0.3613
497	felipe a. veloso (2021)	"<table><tr><td>Authors:</td><td>felipe a. veloso</td></tr><tr><td>Title:</td><td>interpretation as a form of thermodynamic work</td></tr><tr><td>Source:</td><td>biosemiotics, 14(3), 625-631</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09456-6	-0.6405	0.7632	5	41	50	2	0.3613	2021	2	0.3613
498	carlos g. musso (2021)	"<table><tr><td>Authors:</td><td>carlos g. musso; victoria paula musso-enz; guido mateo musso-enz; olivia maria capalbo; sebastian porrini</td></tr><tr><td>Title:</td><td>organic crosstalk: a new perspective in medicine</td></tr><tr><td>Source:</td><td>biosemiotics, 14(3), 829-837</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09459-3	-0.1341	0.8526	2	8	9	2	0.3613	2021	2	0.3613
499	alice koubová (2010)	"<table><tr><td>Authors:</td><td>alice koubová</td></tr><tr><td>Title:</td><td>the non-signifying gesture of the living body</td></tr><tr><td>Source:</td><td>biosemiotics, 4(2), 127-147</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9094-9	0.4095	-0.5328	11	39	46	1	0.0703	2010	1	0.0703
500	anna aragno (2010)	"<table><tr><td>Authors:</td><td>anna aragno</td></tr><tr><td>Title:</td><td>the bio-semiotic roots of metapsychology</td></tr><tr><td>Source:</td><td>biosemiotics, 3(1), 57-77</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-009-9069-x	-0.5606	-0.8602	4	209	362	1	0.0703	2010	1	0.0703
501	amadeu viana (2017)	"<table><tr><td>Authors:</td><td>amadeu viana</td></tr><tr><td>Title:</td><td>the unfolding of language as hysteron proteron: heterochrony and extended connectivity</td></tr><tr><td>Source:</td><td>biosemiotics, 10(3), 379-395</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-017-9292-9	0.0624	-0.6156	6	139	228	1	0.094	2017	1	0.094
502	marcin miłkowski (2017)	"<table><tr><td>Authors:</td><td>marcin miłkowski</td></tr><tr><td>Title:</td><td>is empiricism empirically false? lessons from early nervous systems</td></tr><tr><td>Source:</td><td>biosemiotics, 10(2), 229-245</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-017-9294-7	-0.4605	-0.5568	4	132	166	1	0.094	2017	1	0.094
503	anonymous (2017)	"<table><tr><td>Title:</td><td>biosemiotic achievement award for the year 2016</td></tr><tr><td>Source:</td><td>biosemiotics, 10(1), 141-144</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-017-9290-y	0.6257	0.2442	1	86	103	1	0.094	2017	1	0.094
504	stanley n. salthe (2008b)	"<table><tr><td>Authors:</td><td>stanley n. salthe</td></tr><tr><td>Title:</td><td>on koichiro matsuno’s paper “molecular semiotics toward the emergence of life”</td></tr><tr><td>Source:</td><td>biosemiotics, 1(1), 145-146</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-008-9000-x	-1.2291	-0.2713	10	4	6	1	0.0613	2008	1	0.0613
505	e. israel chávez barreto (2018)	"<table><tr><td>Authors:</td><td>e. israel chávez barreto</td></tr><tr><td>Title:</td><td>ententionality and pertinence: framing end-directedness within two semiotic theories</td></tr><tr><td>Source:</td><td>biosemiotics, 11(1), 105-120</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9317-z	0.036	-0.2741	4	191	273	1	0.1316	2018	1	0.1316
506	brian pickering (2018)	"<table><tr><td>Authors:</td><td>brian pickering</td></tr><tr><td>Title:</td><td>natural, un-natural and detached mimicry</td></tr><tr><td>Source:</td><td>biosemiotics, 12(1), 115-130</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9335-x	0.6419	-0.1429	1	195	278	1	0.1316	2018	1	0.1316
507	agustín reyes (2018)	"<table><tr><td>Authors:</td><td>agustín reyes; alfonso arroyo‐santos</td></tr><tr><td>Title:</td><td>the limits of measuring information in biology: an ontological approach</td></tr><tr><td>Source:</td><td>biosemiotics, 11(3), 347-363</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9336-9	-0.5735	0.0062	7	210	375	1	0.1316	2018	1	0.1316
509	guillermo lorenzo (2019)	"<table><tr><td>Authors:</td><td>guillermo lorenzo; emilio rubiera</td></tr><tr><td>Title:</td><td>on iconic-discursive representations: do they bring us closer to a humean representational mind?</td></tr><tr><td>Source:</td><td>biosemiotics, 12(3), 423-439</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09365-9	-0.2342	-0.626	4	137	156	1	0.1709	2019	1	0.1709
510	timo maran (2022)	"<table><tr><td>Authors:</td><td>timo maran</td></tr><tr><td>Title:</td><td>collateral beauty, adjacent semiosis</td></tr><tr><td>Source:</td><td>biosemiotics, 15(1), 37-40</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09480-0	1.0104	0.3161	1	28	31	1	0.1967	2022	1	0.1967
511	katarzyna machtyl (2022)	"<table><tr><td>Authors:</td><td>katarzyna machtyl</td></tr><tr><td>Title:</td><td>living and dwelling: a biosemiotic and anthropological view on inhabiting, art and design</td></tr><tr><td>Source:</td><td>biosemiotics, 15(2), 215-233</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09493-9	1.0058	0.3319	1	42	50	1	0.1967	2022	1	0.1967
512	mark reybrouck (2022)	"<table><tr><td>Authors:</td><td>mark reybrouck</td></tr><tr><td>Title:</td><td>semiotics, biosemiotics, and aesthetics: the concept of beauty and beyond</td></tr><tr><td>Source:</td><td>biosemiotics, 15(2), 385-389</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09481-z	0.611	0.3028	1	101	113	1	0.1967	2022	1	0.1967
513	annibale fanali (2022)	"<table><tr><td>Authors:</td><td>annibale fanali; francesco tramonti; franco giorgi</td></tr><tr><td>Title:</td><td>towards a more effective thick description: a biosemiotic approach to meaning in psychotherapy</td></tr><tr><td>Source:</td><td>biosemiotics, 15(3), 519-530</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09500-z	0.2966	0.5631	3	45	50	1	0.1967	2022	1	0.1967
514	к. с. мочалов (2022)	"<table><tr><td>Authors:</td><td>к. с. мочалов</td></tr><tr><td>Title:</td><td>time transformation in the sign system of the conditioned reflex</td></tr><tr><td>Source:</td><td>biosemiotics, 16(1), 85-104</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09514-7	0.4044	0.5811	1	49	58	1	0.1967	2022	1	0.1967
515	devon schiller (2022)	"<table><tr><td>Authors:</td><td>devon schiller</td></tr><tr><td>Title:</td><td>and the flesh in between: towards a health semiotics</td></tr><tr><td>Source:</td><td>biosemiotics, 16(1), 175-194</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09516-5	0.9826	0.4123	1	23	26	1	0.1967	2022	1	0.1967
516	heidi campana piva (2022)	"<table><tr><td>Authors:</td><td>heidi campana piva</td></tr><tr><td>Title:</td><td>semiotically mediated human-bee communication in the practice of brazilian meliponiculture</td></tr><tr><td>Source:</td><td>biosemiotics, 16(1), 105-124</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09519-2	0.91	-0.2429	1	21	22	1	0.1967	2022	1	0.1967
517	martín ávila (2020)	"<table><tr><td>Authors:</td><td>martín ávila</td></tr><tr><td>Title:</td><td>(de)sign responses as response diversity</td></tr><tr><td>Source:</td><td>biosemiotics, 13(1), 41-62</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09374-8	0.3281	-0.0194	7	161	217	1	0.1215	2020	1	0.1215
518	prakash mondal (2020)	"<table><tr><td>Authors:</td><td>prakash mondal</td></tr><tr><td>Title:</td><td>mental structures as biosemiotic constraints on the functions of non-human (neuro)cognitive systems</td></tr><tr><td>Source:</td><td>biosemiotics, 13(3), 385-410</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09390-z	0.0305	0.2557	3	309	563	1	0.1215	2020	1	0.1215
519	louise westling (2020)	"<table><tr><td>Authors:</td><td>louise westling</td></tr><tr><td>Title:</td><td>wendy wheeler 1949–2020</td></tr><tr><td>Source:</td><td>biosemiotics, 13(3), 453-455</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09391-y	1.0245	0.1079	1	8	10	1	0.1215	2020	1	0.1215
520	guenther witzany (2021)	"<table><tr><td>Authors:</td><td>guenther witzany</td></tr><tr><td>Title:</td><td>to the end of dogmatism in molecular biology</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 67-72</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09411-5	-2.2339	0.1026	2	10	11	1	0.1807	2021	1	0.1807
521	arran gare (2021)	"<table><tr><td>Authors:</td><td>arran gare</td></tr><tr><td>Title:</td><td>joining forces against neo-darwinism: linking organicism and biosemiotics</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 61-65</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09412-4	0.3063	0.8131	3	30	32	1	0.1807	2021	1	0.1807
